,Unnamed: 0,datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,season_winter,season_spring,season_summer,season_monsoon,season_autumn,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp,sequence
0,0,2000-01-01,Fog,0.3685636856368564,1.0,0.0,0.9641203703703702,0.3258706467661696,0.0,0.0,9.666666666666666,0.0,0.0,0.00524485596707819,0.0,2000.0,1.0,52.0,1.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.9330127018922196,0.75,0.9964874635286428,0.4408374324996251,5,19,19,0,1,0.0,0
1,1,2000-01-01,Fog,0.4390243902439025,1.0,0.0,0.90625,0.3358208955223887,0.0,0.0,13.5,0.0,0.0,0.005183333333333333,0.0,2000.0,1.0,52.0,1.0,5.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5647047612756302,0.9914814565722672,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,8,19,19,0,1,2.0,0
2,2,2000-01-01,Fog,0.451219512195122,1.0,0.0,0.9375,0.3208955223880601,0.0,0.0,13.5,0.0,0.0,0.006388888888888889,0.0,2000.0,1.0,52.0,1.0,14.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10671695375725332,0.19822330470336327,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,8,19,18,0,1,2.0,0
3,3,2000-01-01,Fog,0.4207317073170732,1.0,0.0,0.984375,0.32462686567164223,0.0,0.0,11.5,0.0,0.0,0.0058333333333333345,0.0,2000.0,1.0,52.0,1.0,17.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678108,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,7,19,18,0,1,1.0,0
4,4,2000-01-02,Fog,0.3658536585365853,1.0,0.0,0.8571428571428571,0.3198294243070366,0.0,0.0,11.285714285714285,0.0,0.0,0.006666666666666665,0.09305019305019303,2000.0,1.0,52.0,2.0,12.714285714285715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9193578029523972,0.3876334153592152,0.9330127018922196,0.75,0.9964874635286429,0.4408374324996251,5,18,18,0,4,1.0,0
5,5,2000-01-02,Fog,0.41463414634146345,1.0,0.0,0.8125,0.3358208955223887,0.0,0.0,14.0,0.0,0.0,0.003518518518518519,0.0,2000.0,1.0,52.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,7,17,19,0,1,2.0,0
6,6,2000-01-02,Fog,0.4024390243902439,1.0,0.0,0.96875,0.3208955223880601,0.0,0.0,11.0,0.0,0.0,0.008333333333333333,0.07567567567567568,2000.0,1.0,52.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08174184813109595,0.25851854342773306,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,6,19,18,1,3,1.0,0
7,7,2000-01-02,Fog,0.38414634146341453,1.0,0.0,0.8619791666666666,0.32462686567164223,0.0,0.0,12.0,0.0,0.0,0.008333333333333333,0.10067567567567567,2000.0,1.0,52.0,2.0,17.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678108,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,6,19,18,1,4,1.0,0
6,6,2000-01-02,Fog,0.4024390243902439,1.0,0.0,0.96875,0.3208955223880601,0.0,0.0,11.0,0.0,0.0,0.008333333333333333,0.07567567567567568,2000.0,1.0,52.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08174184813109595,0.25851854342773306,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,6,19,18,1,3,1.0,1
7,7,2000-01-02,Fog,0.38414634146341453,1.0,0.0,0.8619791666666666,0.32462686567164223,0.0,0.0,12.0,0.0,0.0,0.008333333333333333,0.10067567567567567,2000.0,1.0,52.0,2.0,17.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678108,0.9330127018922194,0.75,0.9964874635286428,0.4408374324996249,6,19,18,1,4,1.0,1
8,8,2000-01-03,Fog,0.32791327913279145,1.0,0.0,0.8935185185185186,0.3167495854063021,0.0,0.0,9.111111111111109,0.0,0.0,0.005976430976430977,0.0891891891891892,2000.0,1.0,1.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.9330127018922196,0.75,0.9964874635286428,0.559162567500375,4,19,18,0,4,0.0,1
9,9,2000-01-03,Smoke,0.3658536585365854,0.0,0.0,0.6145833333333334,0.3184079601990053,0.0,0.0,16.0,0.0,0.0,0.01611111111111111,0.21711711711711712,2000.0,1.0,1.0,3.0,7.333333333333332,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3390123622851553,0.9455054345792692,0.9330127018922192,0.75,0.9964874635286428,0.559162567500375,5,13,18,3,8,3.0,1
10,10,2000-01-03,Fog,0.36585365853658536,1.0,0.0,0.875,0.30597014925373145,0.0,0.0,11.0,0.0,0.0,0.0033333333333333327,0.0,2000.0,1.0,1.0,3.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14644660940672605,0.14644660940672646,0.9330127018922194,0.75,0.9964874635286428,0.559162567500375,5,19,16,0,1,1.0,1
11,11,2000-01-03,Fog,0.34959349593495936,1.0,0.0,0.9548611111111112,0.30597014925373145,0.0,0.0,9.0,0.0,0.0,0.00196969696969697,0.0,2000.0,1.0,1.0,3.0,17.333333333333332,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666665,0.033687157272904146,0.9330127018922192,0.75,0.9964874635286428,0.559162567500375,5,19,16,0,1,0.0,1
12,12,2000-01-04,Fog,0.3414634146341463,1.0,0.0,0.9236111111111112,0.3159203980099505,0.0,0.0,9.222222222222221,0.0,0.0,0.0031818181818181824,0.050450450450450456,2000.0,1.0,1.0,4.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.9330127018922196,0.75,0.9964874635286428,0.559162567500375,4,19,18,0,2,0.0,1
13,13,2000-01-04,Smoke,0.37560975609756103,0.0,0.0,0.6458333333333333,0.3179104477611944,0.0,0.0,15.8,0.0,0.0,0.013166666666666663,0.06000000000000001,2000.0,1.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3792893218813452,0.9504983837549122,0.9330127018922194,0.75,0.9964874635286428,0.559162567500375,5,13,18,2,3,2.0,1
14,14,2000-01-04,Fog,0.36585365853658536,1.0,0.0,0.875,0.31343283582089576,0.0,0.0,11.0,0.0,0.0,0.0033333333333333327,0.15135135135135136,2000.0,1.0,1.0,4.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14644660940672605,0.14644660940672646,0.9330127018922194,0.75,0.9964874635286428,0.559162567500375,5,19,17,0,6,1.0,1
15,15,2000-01-04,Fog,0.3475609756097561,1.0,0.0,0.9661458333333334,0.31902985074626894,0.0,0.0,8.75,0.0,0.0,0.0016666666666666668,0.11351351351351352,2000.0,1.0,1.0,4.0,17.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678108,0.9330127018922194,0.75,0.9964874635286428,0.559162567500375,4,19,18,0,4,0.0,1
16,16,2000-01-05,Fog,0.32012195121951226,1.0,0.0,0.9557291666666666,0.3218283582089556,0.0,0.0,7.75,0.0,0.0,0.006363636363636363,0.08783783783783784,2000.0,1.0,1.0,5.0,9.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8820118872644399,0.5161761903189075,0.9330127018922196,0.75,0.9964874635286429,0.559162567500375,3,19,18,0,4,0.0,1
17,17,2000-01-05,Smoke,0.36585365853658536,0.0,0.0,0.68125,0.3223880597014929,0.0,0.0,14.6,0.0,0.0,0.013,0.09027027027027028,2000.0,1.0,1.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3792893218813452,0.9504983837549122,0.9330127018922194,0.75,0.9964874635286428,0.559162567500375,5,14,18,2,4,2.0,1
